location,total_sqft,bath,price,BHK
Malleshwaram,900.0,2.0,90.0,2
Benson Town,1567.0,3.0,140.0,2
Kambipura,1082.0,2.0,45.5,3
Nagarbhavi,1050.0,2.0,80.0,2
other,1200.0,2.0,56.0,2
Begur,3500.0,4.0,185.0,3
Dasarahalli,1220.0,2.0,52.0,2
Binny Pete,1970.0,3.0,164.0,3
other,2665.0,3.0,350.0,3
Kanakapura,2130.0,4.0,120.0,4
Harlur,1749.0,3.0,120.0,3
Subramanyapura,1260.0,2.0,108.0,2
6th Phase JP Nagar,1170.0,2.0,120.0,2
other,1670.0,3.0,75.0,3
Hennur Road,2264.0,3.0,168.0,3
Begur,1100.0,2.0,55.0,2
Chandapura,674.0,1.0,19.9,2
Koramangala,1320.0,2.0,160.0,2
Vishveshwarya Layout,600.0,4.0,85.0,4
Electronics City Phase 1,1125.0,2.0,65.0,2
Nagavara,1125.0,2.0,44.5,2
other,700.0,2.0,29.0,2
BTM Layout,1300.0,2.0,75.0,3
JP Nagar,1600.0,3.0,83.0,3
Magadi Road,1052.0,2.0,60.0,3
other,1140.0,3.0,145.0,4
 Devarachikkanahalli,1130.0,2.0,36.0,2
other,1140.0,3.0,225.0,4
BTM 2nd Stage,2200.0,3.0,220.0,3
Electronic City,1500.0,2.0,63.0,3
Gottigere,1230.0,2.0,52.0,3
Haralur Road,1520.0,2.0,85.0,3
Kanakpura Road,525.0,1.0,26.25,1
Hosa Road,1040.0,2.0,61.0,2
other,1300.0,2.0,67.0,3
Old Airport Road,2690.0,4.0,201.0,4
Domlur,780.0,1.0,70.0,1
Panathur,1140.0,2.0,51.2,2
Chandapura,1225.0,3.0,33.08,3
Nagavarapalya,646.0,1.0,25.84,1
Cox Town,1600.0,3.0,150.0,3
Kadugodi,1890.0,4.0,125.0,3
other,1200.0,4.0,100.0,6
Whitefield,1458.0,2.0,62.0,3
other,1200.0,6.0,86.0,5
Green Glen Layout,1970.0,3.0,160.0,3
Whitefield,1808.0,4.0,80.0,3
Balagere,1007.0,2.0,67.0,2
Doddathoguru,1105.0,2.0,50.0,2
Lakshminarayana Pura,1700.0,3.0,150.0,3
Raja Rajeshwari Nagar,1170.0,2.0,50.0,2
Chandapura,1080.0,2.0,45.0,2
Kaggalipura,1150.0,2.0,62.0,3
Ramamurthy Nagar,1200.0,2.0,57.9,2
Kudlu Gate,1656.0,3.0,75.0,3
other,600.0,4.0,87.0,4
KR Puram,1040.0,2.0,50.0,2
Hosur Road,1085.0,2.0,33.7,2
other,1215.0,2.0,49.75,3
NRI Layout,2150.0,4.0,115.0,4
Hoodi,1100.0,4.0,120.0,4
Panathur,1210.0,2.0,77.0,2
other,1050.0,2.0,55.0,2
other,600.0,3.0,70.0,3
Mysore Road,947.55,2.0,80.0,2
Malleshpalya,1421.0,2.0,90.0,2
other,1050.0,4.0,155.0,6
Old Madras Road,1425.0,2.0,74.31,3
Budigere,1162.0,2.0,58.0,2
Whitefield,905.0,1.0,60.0,1
Sarjapur  Road,914.0,2.0,32.0,2
other,1258.0,2.0,58.0,2
CV Raman Nagar,1100.0,4.0,220.0,4
Hormavu,3500.0,4.0,289.0,4
Whitefield,1537.0,2.0,70.0,3
Chikkalasandra,1230.0,2.0,53.51,3
other,2400.0,5.0,300.0,6
Malleshwaram,2250.0,3.0,200.0,3
Hosur Road,2000.0,4.0,69.0,4
other,3000.0,4.0,130.0,8
Kumaraswami Layout,2600.0,4.0,325.0,4
Indira Nagar,3200.0,3.0,250.0,4
Anjanapura,950.0,2.0,32.0,2
Yelahanka,1282.0,2.0,48.72,3
Banashankari Stage III,1304.0,2.0,111.0,2
7th Phase JP Nagar,2100.0,3.0,200.0,3
Jakkur,1220.0,2.0,49.0,3
7th Phase JP Nagar,1415.0,3.0,65.0,3
Green Glen Layout,1728.0,3.0,125.0,3
other,1235.0,2.0,140.0,2
Kasavanhalli,1495.0,2.0,83.0,2
Hennur Road,1500.0,5.0,175.0,5
Yeshwanthpur,2501.0,3.0,138.0,3
Kanakpura Road,381.0,1.0,28.0,1
Hennur Road,2002.0,3.0,120.0,3
other,3200.0,3.0,260.0,3
Banjara Layout,1200.0,2.0,70.0,2
Sarjapur  Road,1500.0,3.0,235.0,4
Bommasandra,1942.0,3.0,90.0,3
Electronics City Phase 1,1522.5,2.0,60.75,3
other,660.0,1.0,95.0,1
Banashankari Stage III,1200.0,6.0,170.0,4
other,1450.0,3.0,90.0,3
Electronic City,1039.0,2.0,50.0,2
Old Madras Road,1210.0,2.0,80.0,2
Attibele,995.0,1.0,24.88,2
Yelahanka,1620.0,3.0,90.0,3
Choodasandra,3204.0,4.0,395.0,3
Hebbal Kempapura,3408.0,3.0,260.0,3
Marathahalli,1314.0,2.0,55.0,2
Bisuvanahalli,945.0,2.0,33.0,2
Nehru Nagar,1374.0,3.0,72.0,3
Kanakpura Road,1603.0,3.0,113.0,3
Kengeri,1230.0,2.0,52.0,3
other,670.0,1.0,50.0,1
Sarjapur  Road,1864.0,3.0,105.0,4
Hosa Road,2500.0,3.0,100.0,3
Raja Rajeshwari Nagar,1625.0,2.0,54.0,3
Whitefield,1186.0,2.0,55.0,2
KR Puram,1500.0,7.0,382.0,8
Electronic City,770.0,1.0,39.9,2
Varthur,1085.0,2.0,45.0,2
other,1893.0,3.0,115.0,3
Kundalahalli,1496.0,2.0,78.0,3
Electronics City Phase 1,1550.0,2.0,82.0,3
Marathahalli,1200.0,2.0,58.17,3
Electronic City Phase II,1286.0,2.0,69.0,2
other,600.0,4.0,100.0,3
Hebbal,1860.0,3.0,95.0,3
Haralur Road,1243.0,2.0,45.0,2
Brookefield,1200.0,2.0,75.0,2
Sarjapur,1044.0,2.0,32.0,2
7th Phase JP Nagar,1040.0,2.0,41.59,2
8th Phase JP Nagar,1125.0,2.0,36.94,2
Subramanyapura,1278.0,2.0,59.0,3
other,2400.0,6.0,98.0,6
other,1250.0,2.0,43.0,2
Vijayanagar,2400.0,6.0,125.0,5
Lakshminarayana Pura,1210.0,2.0,75.0,2
8th Phase JP Nagar,1200.0,3.0,110.0,4
Sarjapur  Road,1157.0,2.0,57.84,3
Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
Kalena Agrahara,1450.0,3.0,100.0,3
Old Madras Road,1859.0,3.0,121.0,3
Rajaji Nagar,1763.0,3.0,262.0,2
Attibele,900.0,1.0,25.0,2
Ramamurthy Nagar,1305.0,3.0,60.0,3
other,1200.0,2.0,100.0,3
Thanisandra,784.0,1.0,35.285,1
Sarjapur  Road,1150.0,2.0,36.8,2
Whitefield,1806.0,3.0,85.0,3
Kudlu,1027.0,2.0,42.0,2
Uttarahalli,1002.0,2.0,40.08,2
Electronic City Phase II,1220.0,2.0,36.21,3
Whitefield,1109.0,2.0,35.22,2
Hennur Road,1232.0,2.0,69.6,2
Kalyan nagar,1250.0,2.0,65.0,2
other,900.0,6.0,170.0,6
KR Puram,960.0,4.0,80.0,4
Raja Rajeshwari Nagar,1255.0,2.0,53.87,2
Akshaya Nagar,1434.0,3.0,84.0,3
Doddathoguru,925.0,2.0,30.0,2
Jakkur,1858.0,3.0,123.0,3
other,1500.0,3.0,90.0,3
Thanisandra,965.0,2.0,56.0,2
7th Phase JP Nagar,1800.0,6.0,270.0,5
other,1200.0,4.0,90.0,6
Battarahalli,1636.0,2.0,82.89,2
Whitefield,1216.0,2.0,67.0,2
Yelahanka,654.0,1.0,36.25,1
other,1190.0,2.0,41.0,2
other,1200.0,5.0,180.0,7
Budigere,1636.0,3.0,92.0,3
Hennur Road,1195.0,2.0,73.0,2
Nagavara,2400.0,3.0,251.0,3
other,1250.0,2.0,67.0,2
Whitefield,1452.0,3.0,90.0,3
Thanisandra,1546.0,3.0,95.0,3
Sarjapur  Road,3385.5,6.0,142.0,4
Indira Nagar,1440.0,3.0,275.0,3
other,2260.0,3.0,80.0,2
other,2700.0,3.0,90.0,4
Indira Nagar,1475.0,2.0,171.0,2
JP Nagar,3000.0,3.0,150.0,4
other,375.0,1.0,26.0,1
Balagere,1007.0,2.0,66.0,2
Hennur Road,1020.0,2.0,47.0,2
other,1000.0,2.0,150.0,2
other,800.0,3.0,59.5,2
other,1200.0,3.0,95.0,5
Marathahalli,1125.0,2.0,55.0,2
other,909.0,2.0,43.0,3
Whitefield,2850.0,5.0,240.0,4
other,1400.0,2.0,85.0,2
Kadugodi,1152.0,2.0,61.0,2
Subramanyapura,958.0,2.0,34.49,2
Old Madras Road,2990.0,5.0,173.0,3
Bellandur,1310.0,2.0,85.0,2
Hosur Road,1590.0,2.0,126.0,3
Green Glen Layout,1645.0,3.0,110.0,3
other,1800.0,2.0,100.0,3
Thanisandra,1795.0,3.0,150.0,3
Thanisandra,777.0,1.0,38.535,1
other,925.0,2.0,70.0,2
Basavangudi,1542.14,3.0,120.0,3
Konanakunte,3746.0,6.0,375.0,4
Thanisandra,1430.0,2.0,54.0,3
Bommanahalli,1020.0,2.0,55.0,2
other,750.0,2.0,42.0,4
Electronic City Phase II,1140.0,2.0,32.92,2
Anekal,967.0,2.0,45.0,3
Hebbal,2470.0,4.0,203.0,4
other,850.0,1.0,35.5,2
other,1100.0,2.0,32.0,2
Thanisandra,1697.0,3.0,110.0,3
Varthur,1250.0,2.0,47.0,2
Gottigere,1120.0,2.0,50.0,2
NRI Layout,1200.0,4.0,95.0,4
Hebbal,1200.0,2.0,52.0,2
 Devarachikkanahalli,1417.0,2.0,76.0,3
Thanisandra,1492.0,3.0,88.0,3
Devanahalli,1498.0,3.0,79.15,3
other,3500.0,2.0,350.0,4
Kundalahalli,1010.0,2.0,48.27,2
Channasandra,1050.0,2.0,35.0,2
Hegde Nagar,1847.0,3.0,125.0,3
Bellandur,982.0,2.0,37.28,2
Hegde Nagar,2144.6,4.0,145.0,3
Kengeri,750.0,2.0,36.5,2
Electronic City,919.0,2.0,35.0,2
Budigere,1087.0,2.0,54.3,2
other,1480.0,3.0,74.0,3
Tindlu,1180.0,2.0,52.0,2
other,2100.0,4.0,255.0,3
Jigani,1221.0,3.0,65.0,3
Thanisandra,2072.0,3.0,122.0,3
Whitefield,1600.0,3.0,69.0,3
Sahakara Nagar,2200.0,3.0,98.0,3
Kaikondrahalli,1253.0,2.0,81.5,2
Hennur Road,1061.0,2.0,54.92,2
Marathahalli,1950.0,3.0,115.0,3
Marathahalli,1250.0,2.0,68.0,2
Hennur Road,1585.0,2.0,80.0,3
Kammasandra,1015.0,2.0,37.0,2
Begur Road,2464.5,6.0,118.0,4
Marathahalli,1125.0,2.0,56.8,2
Electronic City Phase II,1116.0,2.0,40.0,2
other,400.0,1.0,35.0,1
Old Madras Road,1300.0,2.0,100.0,2
Raja Rajeshwari Nagar,1419.0,2.0,60.42,2
other,1310.0,2.0,55.0,3
Thigalarapalya,2072.0,4.0,152.0,3
Kaggadasapura,1240.0,2.0,58.58,2
Chamrajpet,1565.0,3.0,98.91,3
Budigere,1820.0,3.0,89.0,3
Gubbalala,2500.0,3.0,88.0,3
KR Puram,3657.0,5.0,310.0,5
Hosa Road,1245.0,2.0,62.0,2
GM Palaya,1315.0,3.0,65.0,3
Kenchenahalli,1410.0,2.0,73.0,3
Dasarahalli,1375.0,2.0,60.0,2
Old Madras Road,1299.0,2.0,95.0,2
other,993.0,2.0,45.5,2
Bommasandra Industrial Area,1200.0,3.0,45.0,2
other,985.0,2.0,156.0,2
other,2400.0,5.0,180.0,4
Hoodi,1655.0,3.0,131.0,3
Whitefield,2830.0,5.0,190.0,4
other,825.0,2.0,40.0,1
Begur Road,1634.0,3.0,111.0,3
Kogilu,1200.0,6.0,105.0,8
Banaswadi,1222.0,2.0,80.0,2
Gottigere,1500.0,3.0,63.0,3
Akshaya Nagar,1890.0,4.0,100.0,3
Hegde Nagar,3750.0,6.0,375.0,4
Hulimavu,850.0,1.0,39.5,2
Whitefield,1295.0,2.0,78.5,2
Sarjapur  Road,1320.0,2.0,100.0,2
ISRO Layout,950.0,3.0,179.0,4
Hebbal,1200.0,4.0,225.0,4
2nd Stage Nagarbhavi,3000.0,3.0,170.0,4
Harlur,1197.0,2.0,82.0,2
other,1320.0,2.0,60.0,3
Billekahalli,1180.0,5.0,98.5,5
Whitefield,840.0,1.0,57.6,1
Whitefield,640.0,1.0,19.83,1
Raja Rajeshwari Nagar,1693.0,3.0,71.38,3
Kodihalli,1000.0,2.0,62.0,2
Babusapalaya,1305.0,2.0,70.0,2
Kodichikkanahalli,450.0,1.0,18.0,1
CV Raman Nagar,705.0,1.0,57.0,1
other,750.0,6.0,75.0,4
Whitefield,1991.0,3.0,104.0,3
Battarahalli,1779.0,3.0,90.0,3
Banaswadi,870.0,2.0,38.0,2
Thanisandra,1595.0,3.0,120.0,3
Ramamurthy Nagar,945.0,5.0,120.0,4
other,2400.0,4.0,420.0,6
Iblur Village,2000.0,4.0,138.0,3
Yelahanka,1614.0,3.0,93.0,3
Gottigere,1200.0,2.0,40.0,2
Electronic City Phase II,1150.0,3.0,46.0,3
Sonnenahalli,1610.0,3.0,80.48,3
Whitefield,1190.0,2.0,41.0,2
7th Phase JP Nagar,1460.0,2.0,97.0,3
other,3400.0,3.0,400.0,3
other,600.0,1.0,33.0,1
other,1569.0,3.0,70.0,3
other,2600.0,3.0,147.0,3
Electronics City Phase 1,645.0,1.0,42.5,1
other,1200.0,3.0,180.0,4
Nagarbhavi,800.0,3.0,95.0,3
Mico Layout,800.0,2.0,80.0,2
Marathahalli,1350.0,2.0,90.0,2
BTM 2nd Stage,2780.0,4.0,325.0,3
Whitefield,1109.0,2.0,35.47,2
other,800.0,1.0,72.0,1
Bannerghatta Road,1215.0,2.0,68.0,2
Basaveshwara Nagar,1230.0,6.0,250.0,8
Prithvi Layout,2273.0,4.0,192.0,3
Varthur Road,1255.0,2.0,52.76,2
other,1020.0,2.0,49.0,2
other,1225.0,2.0,82.0,3
Singasandra,1120.0,2.0,60.0,2
Kasavanhalli,1225.0,2.0,69.0,3
Sarjapur  Road,1984.0,4.0,145.0,3
Old Madras Road,2425.0,3.0,197.0,3
Bommasandra,1127.0,2.0,45.0,2
Whitefield,1655.0,3.0,97.0,3
Varthur,1200.0,3.0,68.38,3
Kaggadasapura,1000.0,2.0,43.0,2
CV Raman Nagar,1225.0,2.0,47.88,2
Hormavu,1350.0,2.0,45.0,2
Nagarbhavi,600.0,5.0,95.0,4
Sahakara Nagar,1175.0,2.0,49.0,2
other,655.0,1.0,27.0,1
Hosa Road,1311.0,2.0,84.86,3
Banashankari Stage VI,600.0,4.0,90.0,3
CV Raman Nagar,1000.0,2.0,38.5,2
other,1196.0,2.0,96.0,2
Kanakpura Road,1050.0,2.0,59.0,3
Somasundara Palya,1275.0,2.0,52.0,3
other,927.0,2.0,50.0,2
Varthur,1520.0,2.0,61.0,3
other,2400.0,5.0,395.0,4
Hebbal,1333.0,2.0,104.0,2
other,600.0,1.0,18.0,1
Abbigere,1326.0,2.0,34.8,3
Sarjapur  Road,1773.5,2.0,85.125,3
Koramangala,1370.0,2.0,125.0,2
Koramangala,1100.0,2.0,85.0,2
Haralur Road,1650.0,3.0,100.0,3
Kasavanhalli,1917.0,3.0,132.0,3
other,780.0,3.0,75.0,3
Billekahalli,950.0,2.0,58.11,2
other,1175.0,2.0,48.72,2
8th Phase JP Nagar,1089.0,2.0,43.55,2
Kalena Agrahara,1804.0,3.0,175.0,3
Hoodi,1257.0,2.0,68.5,2
Sarjapur,650.0,1.0,19.87,1
Whitefield,1850.0,3.0,150.0,3
other,2800.0,4.0,200.0,4
Vidyaranyapura,945.0,2.0,40.0,2
Koramangala,1161.0,2.0,63.85,2
Banashankari Stage V,1630.0,3.0,51.35,3
Jalahalli,1310.0,2.0,60.0,3
other,750.0,2.0,28.0,2
Whitefield,1200.0,3.0,67.77,3
Nagavara,1315.0,2.0,70.0,2
Sahakara Nagar,1370.0,2.0,90.0,3
Ulsoor,1200.0,4.0,150.0,5
Bellandur,1465.0,3.0,90.0,2
Padmanabhanagar,1250.0,2.0,70.0,3
Horamavu Agara,1284.0,2.0,75.0,3
Hebbal,2600.0,3.0,199.0,3
Kodigehalli,1820.0,3.0,150.0,3
Haralur Road,1580.0,3.0,73.0,3
Akshaya Nagar,2650.0,3.0,125.0,3
Uttarahalli,1075.0,2.0,40.0,2
R.T. Nagar,1400.0,2.0,78.0,3
Subramanyapura,1400.0,2.0,55.0,3
Bisuvanahalli,845.0,2.0,30.0,2
Hegde Nagar,2600.0,4.0,40.0,4
other,800.0,2.0,85.0,2
Gunjur,1175.0,2.0,43.48,2
Sahakara Nagar,2400.0,3.0,270.0,3
Bellandur,1767.0,3.0,109.0,3
Sarjapur  Road,1800.0,3.0,90.0,4
R.T. Nagar,1200.0,3.0,140.0,3
Rajaji Nagar,1613.0,3.0,150.0,3
Whitefield,1290.0,2.0,90.0,2
Kasavanhalli,1375.0,2.0,78.0,2
other,985.0,2.0,57.0,2
Singasandra,1099.0,2.0,37.5,2
Electronic City,605.0,1.0,13.31,1
other,3600.0,7.0,160.0,7
Marathahalli,1200.0,2.0,53.0,2
Hulimavu,1000.0,2.0,45.0,2
Electronic City,1159.0,2.0,38.0,3
Sarjapur  Road,3692.0,5.0,340.0,5
other,600.0,2.0,80.0,2
BTM Layout,1540.0,2.0,78.0,3
other,1503.0,2.0,93.0,3
Ambedkar Nagar,1850.0,4.0,120.0,3
Uttarahalli,1580.0,3.0,60.0,3
Mico Layout,1190.0,2.0,39.25,2
other,1200.0,2.0,61.0,2
HAL 2nd Stage,1000.0,7.0,250.0,7
Jakkur,850.0,1.0,19.9,2
other,2500.0,2.0,60.0,3
other,1500.0,2.0,52.0,3
other,1200.0,3.0,180.0,5
Thanisandra,1880.0,3.0,120.0,3
Padmanabhanagar,1150.0,2.0,45.0,2
Kumaraswami Layout,600.0,6.0,100.0,6
other,750.0,4.0,95.0,4
Karuna Nagar,1962.0,3.0,175.0,3
other,1765.0,3.0,77.27,3
Attibele,1174.0,2.0,29.35,2
Bannerghatta Road,1894.0,3.0,115.0,3
Ramamurthy Nagar,960.0,2.0,138.0,4
Sector 7 HSR Layout,1760.0,3.0,142.0,3
other,1768.0,3.0,95.0,3
Kothanur,1790.0,3.0,97.0,3
Kengeri,2540.0,4.0,160.0,4
Mahadevpura,1137.0,2.0,53.4,2
Jakkur,3181.0,2.0,229.0,4
other,1200.0,6.0,115.0,7
Mysore Road,1568.0,2.0,100.0,3
AECS Layout,1308.0,2.0,60.0,2
other,3060.0,4.0,350.0,4
Bisuvanahalli,1200.0,2.0,41.0,3
other,800.0,1.0,32.0,1
Electronic City,530.0,1.0,13.5,1
Bisuvanahalli,873.0,2.0,40.0,3
other,3000.0,6.0,145.0,7
other,1200.0,4.0,235.0,4
Subramanyapura,958.0,2.0,33.53,2
Talaghattapura,2273.0,3.0,159.0,3
Banashankari Stage VI,600.0,3.0,90.0,3
Thanisandra,760.0,1.0,50.0,1
Dommasandra,1090.0,2.0,43.5,2
Bellandur,2666.0,3.0,230.0,3
Sarjapur  Road,1550.0,2.0,89.0,3
Ramagondanahalli,1251.0,2.0,50.0,2
Electronic City,1070.0,2.0,53.0,2
Kalena Agrahara,1200.0,2.0,45.0,2
CV Raman Nagar,1435.0,2.0,60.0,3
Bommasandra,1400.0,2.0,45.0,3
Judicial Layout,2330.0,3.0,94.71,4
Thanisandra,1200.0,2.0,60.0,2
Panathur,1000.0,2.0,40.0,2
Bannerghatta Road,1655.0,2.0,62.89,3
other,600.0,1.0,35.0,1
Electronics City Phase 1,1175.0,2.0,50.0,2
Uttarahalli,1155.0,2.0,40.43,2
Magadi Road,1200.0,3.0,98.0,3
Budigere,1149.0,2.0,65.0,2
Jakkur,1745.0,2.0,98.485,3
Choodasandra,3200.0,4.0,375.0,4
other,1010.0,2.0,55.0,2
Hegde Nagar,1718.0,3.0,119.0,3
other,650.0,1.0,20.0,2
Banashankari,1330.0,2.0,77.0,2
Hormavu,1200.0,2.0,68.0,2
Bannerghatta Road,1693.0,3.0,89.0,3
Koramangala,1249.0,2.0,165.0,2
Thanisandra,1800.0,4.0,125.0,3
Margondanahalli,900.0,2.0,55.0,2
NGR Layout,1020.0,2.0,46.0,2
Amruthahalli,1700.0,3.0,77.0,3
Panathur,661.0,1.0,40.0,1
Bannerghatta Road,1280.0,2.0,60.16,2
other,1000.0,4.0,90.0,5
Hosur Road,1170.0,2.0,48.0,2
Thanisandra,933.0,2.0,58.0,1
Sarjapur  Road,1150.0,2.0,44.0,2
Rajaji Nagar,1380.0,3.0,130.0,3
Banjara Layout,1050.0,2.0,64.8,2
other,1080.0,2.0,37.8,2
Harlur,1303.0,2.0,90.0,2
Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
Nagarbhavi,2500.0,3.0,180.0,5
Sarjapur  Road,1200.0,4.0,95.0,5
Bommanahalli,1250.0,3.0,41.0,3
Akshaya Nagar,1419.0,2.0,87.0,3
Banashankari,1200.0,2.0,49.0,2
7th Phase JP Nagar,1120.0,2.0,65.0,2
Electronics City Phase 1,762.5,1.0,45.4,1
Electronics City Phase 1,1245.0,2.0,75.0,2
Channasandra,1093.0,2.0,34.0,2
Electronic City,1025.0,1.0,26.63,2
Hebbal,1345.0,2.0,97.0,2
other,1500.0,2.0,45.0,2
Vijayanagar,1180.0,2.0,86.0,2
other,1800.0,3.0,85.0,3
other,2008.0,3.0,170.0,3
Kothannur,1240.0,2.0,39.85,3
CV Raman Nagar,1020.0,2.0,55.0,2
other,2095.0,3.0,142.0,3
Gunjur,1362.0,3.0,62.63,3
Yelahanka,694.0,1.0,30.84,1
Vittasandra,1404.0,2.0,70.0,2
Electronic City Phase II,1192.0,2.0,47.0,3
Mahalakshmi Layout,1050.0,1.0,35.0,4
Vittasandra,1259.0,2.0,67.48,2
Kengeri,1000.0,2.0,34.0,2
Rachenahalli,985.0,2.0,49.97,2
Indira Nagar,850.0,1.0,60.0,1
Uttarahalli,1650.0,2.0,50.0,3
Rajaji Nagar,2400.0,3.0,320.0,5
Sarjapur  Road,1900.0,4.0,180.0,3
Ambedkar Nagar,1367.0,2.0,86.0,2
Rajaji Nagar,1210.0,2.0,81.0,3
other,1190.0,2.0,48.6,2
Sarjapur,1175.0,2.0,42.0,2
R.T. Nagar,2800.0,4.0,400.0,4
Whitefield,1140.0,2.0,40.0,2
Hoskote,1095.0,2.0,33.6,2
Attibele,782.0,1.0,19.55,1
Gubbalala,1435.0,2.0,80.0,3
Choodasandra,725.0,2.0,36.0,2
other,1600.0,2.0,88.0,3
9th Phase JP Nagar,1200.0,5.0,160.0,5
Hosakerehalli,3205.0,4.0,300.0,4
Vishwapriya Layout,720.0,3.0,95.0,4
Nehru Nagar,1674.0,3.0,90.0,3
other,860.0,4.0,125.0,4
Kanakpura Road,1703.0,3.0,130.0,3
Padmanabhanagar,1350.0,3.0,71.55,3
Horamavu Agara,1145.0,2.0,41.21,2
7th Phase JP Nagar,1100.0,3.0,60.0,2
Sarjapur  Road,2425.0,5.0,201.0,4
Kothanur,2700.0,4.0,175.0,4
Kanakpura Road,1600.0,3.0,90.0,3
Hosakerehalli,3033.0,4.0,326.0,4
Pai Layout,780.0,2.0,72.0,2
Banashankari Stage II,1250.0,2.0,110.0,2
Sarjapur  Road,1480.0,4.0,169.0,5
Horamavu Agara,1250.0,4.0,100.0,4
other,1350.0,4.0,160.0,4
Laggere,620.0,2.0,48.0,1
Raja Rajeshwari Nagar,1630.0,3.0,60.65,3
Hennur Road,1020.0,2.0,45.0,2
Hosakerehalli,1410.0,2.0,53.58,3
Bhoganhalli,1181.7,2.0,100.0,2
KR Puram,1200.0,4.0,83.0,4
Banaswadi,1200.0,2.0,60.0,2
Old Airport Road,1050.0,2.0,50.0,2
Whitefield,1356.0,2.0,94.84,2
Whitefield,1338.0,2.0,103.0,2
other,1280.0,2.0,100.0,3
Raja Rajeshwari Nagar,1531.0,3.0,51.77,3
Anekal,620.0,1.0,23.5,2
8th Phase JP Nagar,1605.0,2.0,65.0,3
Thanisandra,1917.0,3.0,110.0,3
Nagarbhavi,1200.0,3.0,340.0,4
Sarjapur  Road,1400.0,3.0,55.0,3
Thubarahalli,2625.0,3.0,175.0,3
Hennur Road,2041.0,3.0,128.0,3
Sarjapur  Road,2070.0,4.0,160.0,3
Hebbal,1110.0,3.0,59.0,3
Ambedkar Nagar,3565.0,4.0,255.0,4
Varthur Road,1033.0,2.0,30.47,3
HSR Layout,1142.0,2.0,65.0,2
other,1500.0,2.0,75.0,3
Electronic City Phase II,1502.0,3.0,50.0,3
other,1176.0,2.0,45.0,3
Hosa Road,1063.0,2.0,32.8,2
Kammanahalli,1100.0,2.0,60.0,2
other,1044.0,2.0,85.0,2
6th Phase JP Nagar,1216.0,2.0,60.0,2
other,1425.0,3.0,55.0,3
other,1200.0,8.0,150.0,8
Hosur Road,1345.0,2.0,108.0,2
Marathahalli,1248.0,2.0,130.0,2
other,1830.0,4.0,325.0,4
other,900.0,1.0,130.0,2
Bellandur,3600.0,4.0,245.0,4
Uttarahalli,1025.0,2.0,35.88,2
other,840.0,1.0,99.0,2
Lakshminarayana Pura,3050.0,2.0,90.0,3
Kadubeesanahalli,1424.0,2.0,75.0,3
EPIP Zone,2500.0,3.0,268.0,3
ISRO Layout,1200.0,6.0,230.0,6
other,1285.0,2.0,45.0,2
Babusapalaya,1450.0,2.0,55.99,2
Raja Rajeshwari Nagar,1160.0,2.0,70.0,2
Yelahanka New Town,2700.0,3.0,350.0,3
other,2000.0,2.0,95.0,3
Uttarahalli,1125.0,2.0,47.65,2
Raja Rajeshwari Nagar,1133.0,2.0,38.37,2
Arekere,1240.0,2.0,60.0,2
Devanahalli,1466.0,3.0,77.59,3
Akshaya Nagar,1300.0,2.0,54.0,2
Thanisandra,1996.0,4.0,123.0,3
other,1320.0,2.0,55.0,3
Rajaji Nagar,1800.0,3.0,240.0,3
other,1835.0,3.0,175.0,3
Sarjapur  Road,1435.0,3.0,90.0,3
Rayasandra,1601.0,3.0,70.0,3
Kadubeesanahalli,1257.0,2.0,93.0,2
Iblur Village,3596.0,5.0,260.0,4
Kasavanhalli,1309.0,2.0,95.0,2
Yeshwanthpur,1362.0,2.0,100.0,2
Whitefield,1115.0,2.0,55.0,2
other,1322.0,2.0,61.99,2
other,1450.0,2.0,65.0,3
Banashankari,1185.0,2.0,67.0,2
7th Phase JP Nagar,1790.0,3.0,120.0,3
Whitefield,3450.0,4.0,208.0,3
Budigere,693.0,1.0,27.375,1
Devanahalli,775.0,1.0,39.0,1
Hoodi,1000.0,2.0,48.0,2
Thanisandra,1183.0,2.0,77.25,2
other,425.0,1.0,15.0,1
other,820.0,2.0,30.0,2
Ramagondanahalli,1151.0,2.0,43.6,2
Hulimavu,1320.0,2.0,59.0,3
Hegde Nagar,1847.0,3.0,123.0,3
Devanahalli,1020.0,2.0,49.87,1
Somasundara Palya,1650.0,3.0,95.0,3
other,2380.0,4.0,242.0,4
Electronic City,2400.0,2.0,78.0,3
Mysore Road,1360.0,3.0,47.6,3
Brookefield,1089.0,2.0,49.0,2
Yelahanka,1115.0,2.0,60.0,2
Kudlu Gate,1215.0,2.0,45.0,2
Sarjapur  Road,1194.0,2.0,51.0,2
Kannamangala,1536.0,3.0,104.0,3
Electronic City,1571.0,3.0,83.0,3
other,900.0,1.0,70.0,2
other,1517.0,2.0,125.0,2
Budigere,664.0,1.0,35.4,1
 Devarachikkanahalli,1230.0,2.0,58.0,2
Hegde Nagar,1340.0,2.0,72.0,2
Attibele,1175.0,2.0,29.38,2
Sarjapur,1240.0,2.0,43.1,2
Electronic City,1470.0,2.0,44.1,3
Kanakpura Road,525.0,2.0,29.25,1
other,1000.0,2.0,35.0,2
Gunjur,1071.0,2.0,51.0,2
Sector 2 HSR Layout,1512.0,3.0,80.0,3
Frazer Town,3435.0,2.0,341.0,4
